id,name,name_2,Coordenada_x,Coordenada_y
367,Calle MarÃ­a Luisa,Avenida La Encalada,-76.9717655,-12.1074725
368,Los Vinzos,El Carmelo,-76.9706965,-12.106432
369,Los Vinzos,Calle MarÃ­a Luisa,-76.9712191,-12.1076906
370,Santa Elena Norte,Avenida Primavera,-76.9692416,-12.1078046
371,Santa Elena Norte,JirÃ³n Cayalti,-76.9686016,-12.1068911
372,Santa Elena Norte,Santa Elena Norte,-76.9686016,-12.1068911
373,Santa Elena Sur,Calle El Eucalipto,-76.9661027,-12.110783
374,Santa Elena Sur,Las Catileyas,-76.9664675,-12.1099637
375,Santa Elena Sur,JirÃ³n Alonso de Molina,-76.967318,-12.1080531
376,Santa Elena Sur,Santa Elena Sur,-76.967318,-12.1080531
377,Santa Elena Norte,Tamarix,-76.9678824,-12.1050251
378,Santa Elena Norte,Mazus,-76.9677148,-12.1046036
379,Santa Elena Norte,Calle Los Duraznos,-76.9677712,-12.1047476
380,Santa Elena Norte,Calle La Arboleda,-76.9680075,-12.1053414
381,Santa Elena Norte,Calle Zinnia,-76.9682568,-12.1060058
382,Santa Elena Norte,JirÃ³n AldebarÃ¡n,-76.967532,-12.1041503
383,Tamarix,Santa Elena Norte,-76.9678824,-12.1050251
384,Mazus,Santa Elena Norte,-76.9677148,-12.1046036
385,Calle Los Duraznos,Santa Elena Norte,-76.9677712,-12.1047476
386,Calle La Arboleda,Avenida Primavera,-76.9667929,-12.1060974
387,Calle La Arboleda,Santa Elena Norte,-76.9680075,-12.1053414
388,Helechos,El Maizal,-76.9689528,-12.1041356
389,Helechos,JirÃ³n AldebarÃ¡n,-76.9688692,-12.1037077
390,El Maizal,Helechos,-76.9689528,-12.1041356
391,La Malva,JirÃ³n AldebarÃ¡n,-76.9665778,-12.1045163
392,El Aliso,Calle Baobad,-76.9669586,-12.1033693
393,El Aliso,JirÃ³n AldebarÃ¡n,-76.9673036,-12.1042379
394,Calle Baobad,El Aliso,-76.9669586,-12.1033693
395,Calle Baobad,Calle Baobad,-76.9669586,-12.1033693
396,Los Narcisos,Ovalo Los Delfines,-76.9653902,-12.1048563
397,Los Robles,Avenida Primavera,-76.9647204,-12.1045784
398,Calle El Recuerdo,Avenida Primavera,-76.9646577,-12.1046121
399,Calle El Recuerdo,JirÃ³n Alonso de Molina,-76.9639431,-12.1055669
400,Amarilis,Aster,-76.9657507,-12.1061749
401,Amarilis,Avenida Primavera,-76.9661071,-12.1056839
402,Amarilis,JirÃ³n Alonso de Molina,-76.9654089,-12.1066458
403,Aster,Amarilis,-76.9657507,-12.1061749
404,Aster,Avenida Central,-76.9650598,-12.1056751
405,Tambo de Oro,Avenida Primavera,-76.9668369,-12.106224
406,Tambo de Oro,JirÃ³n Alonso de Molina,-76.9661357,-12.1071804
407,Armardo Alvardo,Calle Las Cantuas,-76.9651761,-12.1079595
408,Armardo Alvardo,25 de Setiembre,-76.9649058,-12.1085449
409,Armardo Alvardo,JirÃ³n Johan Sebastian Bach,-76.9646645,-12.1091119
410,Armardo Alvardo,JirÃ³n Alonso de Molina,-76.9656876,-12.1068514
411,Calle Las Cantuas,Armardo Alvardo,-76.9651761,-12.1079595
412,Calle Las Cantuas,Avenida Central,-76.9642533,-12.1072884
413,25 de Setiembre,Armardo Alvardo,-76.9649058,-12.1085449
414,25 de Setiembre,Avenida Central,-76.9639677,-12.1078675
415,JirÃ³n Johan Sebastian Bach,Armardo Alvardo,-76.9646645,-12.1091119
416,JirÃ³n Johan Sebastian Bach,Calle Las Clivias,-76.9626005,-12.1076182
417,JirÃ³n Johan Sebastian Bach,Avenida Central,-76.9637169,-12.1083422
418,JirÃ³n Johan Sebastian Bach,JirÃ³n Johan Sebastian Bach,-76.9651116,-12.109515
419,Calle Las Clivias,JirÃ³n Johan Sebastian Bach,-76.9626005,-12.1076182
420,Calle Las Clivias,JirÃ³n Alonso de Molina,-76.9636177,-12.1053384
421,JirÃ³n Las Fresias,Avenida Central,-76.9615679,-12.1085573
422,Calle El Eucalipto,Santa Elena Sur,-76.9666458,-12.109563
423,Calle El Eucalipto,Avenida Tomasal,-76.9671639,-12.111151
424,Laguna Chica,Avenida Tomasal,-76.9671371,-12.1113093
425,Las Catileyas,Santa Elena Sur,-76.9664675,-12.1099637
426,Las Catileyas,Avenida Tomasal,-76.9674656,-12.1107161
427,Wolfgang Amadeus Mozart,Calle 4,-76.9635881,-12.110159
428,Wolfgang Amadeus Mozart,Avenida Central,-76.9632173,-12.1087336
429,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,-76.9644826,-12.1109426
430,Calle 4,Wolfgang Amadeus Mozart,-76.9635881,-12.110159
431,Calle 4,Federico Chopin,-76.9625852,-12.1106454
432,Federico Chopin,Federico Chopin,-76.9611717,-12.1115182
433,JirÃ³n Nicola Paganini,JirÃ³n Nicola Paganini,-76.9612334,-12.1099347
434,JirÃ³n Nicola Paganini,Avenida Central,-76.9611415,-12.1085697
435,Ludwig Van Beethoven,Avenida Jose Nicolas Rodrigo,-76.9604094,-12.1072921
436,Ludwig Van Beethoven,Avenida Central,-76.9604371,-12.1082421
437,Avenida Jose Nicolas Rodrigo,Ludwig Van Beethoven,-76.9604094,-12.1072921
438,Avenida Jose Nicolas Rodrigo,Estepa Rusa,-76.9617514,-12.1055041
439,Avenida Jose Nicolas Rodrigo,JirÃ³n Alonso de Molina,-76.9624729,-12.1045294
440,Avenida Jose Nicolas Rodrigo,Pasaje Tundras,-76.96225,-12.1048305
441,Avenida Jose Nicolas Rodrigo,Pasaje Selva Virgen,-76.961534,-12.1057937
442,Estepa Rusa,Avenida Jose Nicolas Rodrigo,-76.9617514,-12.1055041
443,Estepa Rusa,JirÃ³n Las Fresias,-76.9624809,-12.1060077
444,Avenida NicolÃ s Rodrigo,Avenida Primavera,-76.9626337,-12.102967
445,Avenida NicolÃ s Rodrigo,Avenida NicolÃ s Rodrigo,-76.9626337,-12.102967
446,Calle La Pergola,Avenida Primavera,-76.9642351,-12.1042264
447,Pomalca,Calle Quilla,-76.9733769,-12.1071314
448,Pomalca,San Luis,-76.9730257,-12.1062639
449,Pomalca,El Milagro,-76.972831,-12.1057831
450,Pomalca,Barraza,-76.9724144,-12.1047543
451,Pomalca,Sintuco,-76.9726747,-12.1053973
452,Pomalca,Casa Grande,-76.9742162,-12.1092309
453,Pomalca,Avenida Primavera,-76.9743255,-12.1098689
454,Pomalca,Pomalca,-76.9723069,-12.1044889
455,Pomalca,JirÃ³n Cartavio,-76.9739813,-12.1086238
456,Laredo,San Luis,-76.972158,-12.1066042
457,Laredo,El Milagro,-76.9719689,-12.1061378
458,Laredo,Barraza,-76.9715463,-12.1050963
459,Laredo,Canelo,-76.9717859,-12.1056867
460,Laredo,JirÃ³n Cartavio,-76.9729741,-12.1086155
461,Laredo,JirÃ³n Cayalti,-76.9713375,-12.1045815
462,Calle Quilla,Pomalca,-76.9733769,-12.1071314
463,Calle Quilla,Avenida El Polo,-76.9739144,-12.1069363
464,San Luis,Pomalca,-76.9730257,-12.1062639
465,San Luis,Laredo,-76.972158,-12.1066042
466,San Luis,Avenida La Encalada,-76.9716076,-12.10682
467,El Milagro,Pomalca,-76.972831,-12.1057831
468,El Milagro,Laredo,-76.9719689,-12.1061378
469,El Milagro,Wari,-76.972426,-12.1059497
470,Barraza,Pomalca,-76.9724144,-12.1047543
471,Barraza,Laredo,-76.9715463,-12.1050963
472,Barraza,Wari,-76.9719851,-12.1049138
473,Wari,El Milagro,-76.972426,-12.1059497
474,Wari,Barraza,-76.9719851,-12.1049138
475,Canelo,Laredo,-76.9717859,-12.1056867
476,Canelo,Avenida La Encalada,-76.9712172,-12.1058961
477,Sintuco,Pomalca,-76.9726747,-12.1053973
478,Sintuco,Avenida El Polo,-76.9732242,-12.1051973
479,Casa Grande,Pomalca,-76.9742162,-12.1092309
480,Casa Grande,Avenida La Encalada,-76.9726259,-12.1093023
481,Calle Las Laderas,Las Colinas,-76.9659146,-12.1150549
482,Calle Las Laderas,La Cuesta,-76.9682613,-12.1177558
483,Calle Las Laderas,Calle Las Laderas,-76.9654951,-12.1137635
484,Alameda La Allamanda,Avenida Buganvilla,-76.9758421,-12.1168043
485,Avenida Buganvilla,Alameda La Allamanda,-76.9758421,-12.1168043
486,Avenida Buganvilla,Las Palmas,-76.9746222,-12.1159145
487,Avenida Buganvilla,Las Casuarinas,-76.9733228,-12.1149745
488,Avenida Buganvilla,Cristobal de Peralta Sur,-76.976999,-12.1173619
489,Avenida Buganvilla,Avenida JacarandÃ¡,-76.9764536,-12.1172134
490,Avenida Buganvilla,Madre Selva,-76.9751839,-12.1163269
491,Avenida Buganvilla,Los Olivos,-76.97372,-12.1151421
492,Avenida Buganvilla,JerÃ³nimo de Aliaga Sur,-76.9753271,-12.1163034
493,Esparceta,JerÃ³nimo de Aliaga Sur,-76.9757562,-12.1155717
494,Esparceta,Los Albaricoques,-76.9763866,-12.115986
495,Esparceta,Cristobal de Peralta Sur,-76.9771144,-12.1163918
496,Las Palmas,Avenida Buganvilla,-76.9746222,-12.1159145
497,Las Palmas,Los Cactus,-76.9751715,-12.1149686
498,Las Palmas,Calle Los Alerces,-76.9754076,-12.1145123
499,Las Palmas,JirÃ³n Alonso de Molina,-76.9756489,-12.1141241
500,Los Olivos,Avenida Buganvilla,-76.97372,-12.1151421
501,Los Olivos,Los Cactus,-76.9742168,-12.114348
502,Los Olivos,Calle Los Alerces,-76.974442,-12.1138881
503,Los Cactus,Las Palmas,-76.9751715,-12.1149686
504,Los Cactus,Los Olivos,-76.9742168,-12.114348
505,Calle Los Alerces,Las Palmas,-76.9754076,-12.1145123
506,Calle Los Alerces,Los Olivos,-76.974442,-12.1138881
507,Calle Los Alerces,Las Casuarinas,-76.9740073,-12.113661
508,JerÃ³nimo de Aliaga Sur,Avenida Buganvilla,-76.9753271,-12.1163034
509,JerÃ³nimo de Aliaga Sur,Esparceta,-76.9757562,-12.1155717
510,JerÃ³nimo de Aliaga Sur,Martin de Paz,-76.9762962,-12.1127858
511,JerÃ³nimo de Aliaga Sur,JirÃ³n Alonso de Molina,-76.9760567,-12.114292
512,JerÃ³nimo de Aliaga Sur,JerÃ³nimo de Aliaga Sur,-76.9762962,-12.1127858
513,JerÃ³nimo de Aliaga Sur,Calle MartÃ­n Pizarro,-76.9761553,-12.1136163
514,Martin de Paz,JerÃ³nimo de Aliaga Sur,-76.9762962,-12.1127858
515,Martin de Paz,Cristobal de Peralta Sur,-76.9775801,-12.112923
516,Martin de Paz,Diego de AgÃ¼ero,-76.9769284,-12.1128534
517,JirÃ³n Alonso de Molina,Avenida La Encalada,-76.9740217,-12.1129485
518,JirÃ³n Alonso de Molina,Las Palmas,-76.9756489,-12.1141241
519,JirÃ³n Alonso de Molina,JerÃ³nimo de Aliaga Sur,-76.9760567,-12.114292
520,JirÃ³n Alonso de Molina,Las Casuarinas,-76.9742808,-12.1131383
521,JirÃ³n Alonso de Molina,Cristobal de Peralta Sur,-76.977377,-12.1144749
522,JirÃ³n Alonso de Molina,Diego de AgÃ¼ero,-76.9767004,-12.1143706
523,JirÃ³n Alonso de Molina,JirÃ³n Domingo de la Presa,-76.9745962,-12.1133398
524,JirÃ³n Alonso de Molina,Pucala,-76.9736977,-12.112708
525,JirÃ³n Alonso de Molina,JirÃ³n Alonso de Molina,-76.9736977,-12.112708
526,Los Albaricoques,Esparceta,-76.9763866,-12.115986
527,Las Casuarinas,Alfredo Rosenblat,-76.9738555,-12.1139501
528,Las Casuarinas,Mariano Rivero y Ustariz,-76.9734964,-12.1146361
529,Las Casuarinas,Godofredo Garcia Diaz,-76.9727601,-12.1160389
530,Las Casuarinas,Avenida Buganvilla,-76.9733228,-12.1149745
531,Las Casuarinas,Calle Los Alerces,-76.9740073,-12.113661
532,Las Casuarinas,JirÃ³n Alonso de Molina,-76.9742808,-12.1131383
533,Las Casuarinas,Pulla Raymondi,-76.9724934,-12.1165563
534,Las Casuarinas,Balsamina,-76.9724934,-12.1165563
535,Las Casuarinas,Avenida Tomasal,-76.9720375,-12.1172812
536,Las Casuarinas,Avenida La Encalada,-76.974216,-12.1130835
537,Pulla Raymondi,Las Casuarinas,-76.9724934,-12.1165563
538,Pulla Raymondi,Balsamina,-76.9724934,-12.1165563
539,Cristobal de Peralta Sur,Avenida Buganvilla,-76.976999,-12.1173619
540,Cristobal de Peralta Sur,Esparceta,-76.9771144,-12.1163918
541,Cristobal de Peralta Sur,Martin de Paz,-76.9775801,-12.112923
542,Cristobal de Peralta Sur,JirÃ³n Alonso de Molina,-76.977377,-12.1144749
543,Cristobal de Peralta Sur,Cristobal de Peralta Sur,-76.9776337,-12.1125543
544,Boulevard,Avenida La Encalada,-76.9696322,-12.1001244
545,Boulevard,Avenida El Polo,-76.9709923,-12.0996026
546,Avenida Primavera,Avenida Buena Vista,-76.9799998,-12.1102542
547,Avenida Primavera,Avenida Panamericana Sur,-76.9781994007417,-12.1101346860687
548,Avenida Primavera,Cristobal de Peralta Sur,-76.9774159,-12.1102154
549,Cerro San Francisco,Cerro San Francisco,-76.9651712,-12.1158984
550,Cerro San Francisco,Las Colinas,-76.9651712,-12.1158984
551,Las Colinas,Calle Las Laderas,-76.9659146,-12.1150549
552,Las Colinas,Las Colinas,-76.9659146,-12.1150549
553,Las Colinas,El Cascajal,-76.9675111,-12.1147168
554,CristÃ³bal de la Peralta Norte,Avenida La RepÃºblica,-76.9789109,-12.103405
555,CristÃ³bal de la Peralta Norte,JirÃ³n SantorÃ­n,-76.9793,-12.1005099
556,CristÃ³bal de la Peralta Norte,CristÃ³bal de la Peralta Norte,-76.9789109,-12.103405
557,JirÃ³n Monte Rosa,Avenida Del Pinar,-76.9895674,-12.1120726
558,JirÃ³n Monte Rosa,Calle Monte Bello,-76.9918094,-12.1122154
559,JirÃ³n Monte Rosa,Calle Monte Grande,-76.9906882,-12.1121441
560,Calle Venecia,Bernstein,-76.9912764,-12.1079937
561,Calle Venecia,JirÃ³n Trinidad,-76.9923236,-12.1100836
562,Calle Venecia,Calle Melissa,-76.9915045,-12.1084143
563,Calle Venecia,Sicilia,-76.9906564,-12.1067951
564,Calle Matamoros,Avenida Esmeralda,-76.9857642,-12.1078366
565,Calle Matamoros,JirÃ³n Trinidad,-76.9856545,-12.109619
566,Calle Matamoros,Calle Matamoros,-76.9856545,-12.109619
567,Calle Matamoros,Palo Santo,-76.9856776,-12.1092957
568,Calle MontefrÃ­o,Avenida Los Precursores,-76.9802004,-12.1160198
569,Calle MontefrÃ­o,Monte Umbroso,-76.9814831,-12.1151643
570,Pasaje Lucas Cranach,JirÃ³n LÃ³pez de Ayala,-76.9922518,-12.0955458
571,Pasaje Lucas Cranach,Avenida San Borja Norte,-76.991844,-12.095142
572,Calle Mayer,Botiger,-76.9897975,-12.0988528
573,Calle Mayer,Avenida Boulevard de Surco,-76.9891924,-12.0988488
574,Avenida Los Precursores,Avenida Los Precursores,-76.979424,-12.1117851
575,Avenida Los Precursores,Calle Montes de Oro,-76.9792342,-12.1131468
576,Avenida Los Precursores,Pasaje Mercurio Peruano,-76.979424,-12.1117851
577,Avenida Los Precursores,Avenida Monte Umbroso,-76.9793136,-12.1125843
578,Avenida Los Precursores,Calle Monte Real,-76.9794077,-12.1119284
579,Avenida San Borja Norte,Calle 22,-76.9833722,-12.0968007
580,Avenida San Borja Norte,Avenida San Borja Norte,-76.983999,-12.0967628
581,Avenida San Borja Norte,Intercambio Vial El Derby,-76.983999,-12.0967628
582,JirÃ³n Tuman,Alamo,-76.9702265,-12.1094776
583,JirÃ³n Tuman,Avenida Tomasal,-76.9690293,-12.1086085
584,JirÃ³n Tuman,Santa Elena Sur,-76.9676405,-12.1076088
585,Avenida De la Floresta,Calle Monte Mayor,-76.9873039,-12.1144134
586,Avenida De la Floresta,Calle Monte Carlo,-76.9872513,-12.115265
587,Avenida De la Floresta,Calle Monte Umbroso,-76.9871317,-12.117168
588,Avenida De la Floresta,JirÃ³n Monterrey,-76.987411,-12.1127279
589,Avenida De la Floresta,Avenida Primavera,-76.9875216,-12.1110184
590,Pasaje El Molino,Pasaje J. NepeÃ±a,-76.9718431,-12.1093372
591,Pasaje El Molino,Pasaje El Molino,-76.9716051,-12.1086956
592,Avenida del Sur,Pasaje Monte Hermoso,-76.9821085,-12.1128079
593,Avenida del Sur,Pasaje Monte Canelo,-76.9823299,-12.1132185
594,Avenida del Sur,JirÃ³n Monte Flor,-76.9828243,-12.1141355
595,Avenida del Sur,JirÃ³n Monte Real,-76.9815199,-12.1117175
596,Avenida del Sur,Avenida Primavera,-76.981386,-12.1105981
597,Avenida del Sur,Avenida Velasco Astete,-76.9841072,-12.1154201
598,Avenida Del Pinar,JirÃ³n Trinidad,-76.9894659,-12.1098876
599,Avenida Del Pinar,Avenida Primavera,-76.9893907,-12.110821
600,Avenida Del Pinar,Avenida Del Pinar,-76.9896627,-12.1075689
601,Avenida Del Pinar,Avenida Esmeralda,-76.9896097,-12.1081034
602,Diego de AgÃ¼ero,Martin de Paz,-76.9769284,-12.1128534
603,Diego de AgÃ¼ero,JirÃ³n Alonso de Molina,-76.9767004,-12.1143706
604,Calle La Pradera,Bernstein,-76.9907125,-12.10812
605,Calle La Pradera,Siena,-76.9906526,-12.1089249
606,Calle La Pradera,Sicilia,-76.9901841,-12.1070229
607,Calle La Pradera,Avenida Primavera,-76.9905062,-12.1109049
608,Calle La Pradera,JirÃ³n Trinidad,-76.990573,-12.1099656
609,Calle Monte Claro,Avenida Primavera,-76.9829849,-12.110707
610,Calle Monte Claro,JirÃ³n Monte Real,-76.9829212,-12.111672
611,Calle Monte Pio,JirÃ³n Monterrey,-76.9884619,-12.1128003
612,Calle Monte Pio,Calle Monte Pio,-76.9885608,-12.111085
613,Calle Monte Pio,Avenida Primavera,-76.9885608,-12.111085
614,JirÃ³n Bartolome Ruiz,JerÃ³nimo de Aliaga Sur,-76.9765172,-12.111455
615,JirÃ³n Bartolome Ruiz,Calle MartÃ­n Pizarro,-76.9753706,-12.1131524
616,Calle La Pampilla,JirÃ³n Toquepala,-76.9907728,-12.1174009
617,Calle La Pampilla,Avenida Caminos del Inca,-76.9901261,-12.1170039
618,Avenida Del Pinar,JirÃ³n Monte Rosa,-76.9895674,-12.1120726
619,Avenida Del Pinar,JirÃ³n Monterrey,-76.9895743,-12.112877
620,JirÃ³n Domingo de la Presa,JirÃ³n Alonso de Molina,-76.9745962,-12.1133398
621,JirÃ³n Domingo de la Presa,JirÃ³n Domingo de la Presa,-76.9751449,-12.1121733
622,JirÃ³n Domingo de la Presa,Patapo,-76.9751449,-12.1121733
623,JirÃ³n Domingo de la Presa,Calle MartÃ­n Pizarro,-76.9749826,-12.1125548
624,JirÃ³n Los Recuerdos,Avenida Esmeralda,-76.9806057,-12.107799
625,JirÃ³n Los Recuerdos,Calle Bello Horizonte,-76.9806039,-12.1069149
626,JirÃ³n Los Recuerdos,JirÃ³n Pacaritambo,-76.9809905,-12.1043933
627,JirÃ³n Los Recuerdos,Calle El Dorado,-76.9808701,-12.1052304
628,JirÃ³n Los Recuerdos,Pasaje San Lucas,-76.9808067,-12.1056347
629,JirÃ³n Los Recuerdos,JirÃ³n Los Recuerdos,-76.9809975,-12.1088818
630,JirÃ³n Los Recuerdos,Florecillas,-76.9806241,-12.107933
631,JirÃ³n Los Recuerdos,JirÃ³n Mayorazgo,-76.9809975,-12.1088818
632,JirÃ³n Los Recuerdos,JirÃ³n Hermano Lobo,-76.9807351,-12.1061018
633,CristÃ³bal de la Peralta Norte,JerÃ³nimo de Aliaga Norte,-76.9785813,-12.1058317
634,Avenida JoaquÃ­n de la Madrid,Avenida JoaquÃ­n de la Madrid,-76.9926402,-12.1079284
635,Avenida JoaquÃ­n de la Madrid,Avenida San Luis,-76.9926402,-12.1079284
636,Calle Arturo Alcade Mongrut,Mariano Rivero y Ustariz,-76.9727489,-12.1141221
637,Calle Arturo Alcade Mongrut,Carlos Monge Medrano,-76.9718987,-12.1162557
638,Calle Arturo Alcade Mongrut,SebastiÃ¡n Barranca,-76.9718186,-12.1153943
639,Avenida Coronel Reynaldo Vivanco,Calle Montego Bay,-76.9787418,-12.1158554
640,Avenida Coronel Reynaldo Vivanco,JirÃ³n BatallÃ³n Tarma,-76.9800537,-12.117206
641,Avenida Coronel Reynaldo Vivanco,JirÃ³n Morro Solar,-76.9778586,-12.1149463
642,Calle Montego Bay,Avenida Coronel Reynaldo Vivanco,-76.9787418,-12.1158554
643,Calle Montego Bay,Avenida Los Precursores,-76.9793552,-12.1152775
644,Calle Montego Bay,Calle Montego Bay,-76.9793552,-12.1152775
645,JirÃ³n Pucala,Pucala,-76.9739863,-12.1126136
646,JirÃ³n Pucala,Avenida Primavera,-76.9749822,-12.1100446
647,JirÃ³n Pucala,Avenida La Encalada,-76.9739863,-12.1126136
648,JirÃ³n Pucala,Paramonga,-76.9749385,-12.1106037
649,JirÃ³n Pucala,Patapo,-76.974566,-12.1119199
650,JirÃ³n Pucala,Avenida El Polo,-76.9749822,-12.1100446
651,Pucala,Avenida La Encalada,-76.9738774,-12.1126526
652,Pucala,JirÃ³n Alonso de Molina,-76.9736977,-12.112708
653,Pucala,JirÃ³n Pucala,-76.9739863,-12.1126136
654,Calle Montes de Oro,Avenida Los Precursores,-76.9792342,-12.1131468
655,Calle Montes de Oro,JirÃ³n Morro Solar,-76.9781579,-12.1129896
656,Avenida De la Floresta,JirÃ³n Monte Cruz,-76.9873637,-12.1170049
657,JirÃ³n Las Garzas,Avenida Esmeralda,-76.9825824,-12.1078017
658,JirÃ³n Las Garzas,Calle Bello Horizonte,-76.9826292,-12.1071033
659,JirÃ³n Las Garzas,Alameda Los Picaflores,-76.9826872,-12.1062417
660,JirÃ³n Las Garzas,JirÃ³n Hermano Lobo,-76.9826872,-12.1062417
661,JirÃ³n Las Garzas,JirÃ³n Las Garzas,-76.9825824,-12.1078017
662,Calle Monte Bello,JirÃ³n Monte Rosa,-76.9918094,-12.1122154
663,Calle Monte Bello,Pasaje Monte Azul,-76.9917847,-12.112581
664,Calle Monte Bello,Monte Bello,-76.9918733,-12.1112912
665,Calle Monte Bello,Avenida Primavera,-76.9918733,-12.1112912
666,Calle Monte Bello,JirÃ³n Monterrey,-76.9917519,-12.113027
667,Calle Bello Horizonte,JirÃ³n Los Recuerdos,-76.9806039,-12.1069149
668,Calle Bello Horizonte,JirÃ³n Las Garzas,-76.9826292,-12.1071033
669,Calle Bello Horizonte,Avenida Buena Vista,-76.9797685,-12.1068273
670,Calle Monte Lunar,JirÃ³n Los Aviadores,-76.9894291,-12.1167835
671,Calle Monte Lunar,Avenida Caminos del Inca,-76.9898986,-12.1170947
672,JirÃ³n Pacaritambo,JirÃ³n Los Recuerdos,-76.9809905,-12.1043933
673,JirÃ³n Pacaritambo,Alameda Los Picaflores,-76.983018,-12.1045495
674,JirÃ³n Pacaritambo,Avenida Velasco Astete,-76.9850307,-12.1047045
675,JirÃ³n Pacaritambo,Buena fe,-76.9815678,-12.1044377
676,JirÃ³n Pacaritambo,JirÃ³n Alfredo GaleÃ³n,-76.9838913,-12.1046167
677,JirÃ³n Pacaritambo,Avenida Buena Vista,-76.9801082,-12.1043253
678,JirÃ³n Pacaritambo,JirÃ³n Pacaritambo,-76.9801082,-12.1043253
679,JirÃ³n Matarani,JirÃ³n Toquepala,-76.9912077,-12.1167307
680,JirÃ³n Matarani,Pasaje La Mina,-76.9919805,-12.1172595
681,Ensenada,Avenida Primavera,-76.9832711,-12.1103712
682,Calle Monte Cruz,Calle Montelimar,-76.989005,-12.1164852
683,JirÃ³n CaÃ±Ã³n del Pato,JirÃ³n Toquepala,-76.9915867,-12.1161464
684,JirÃ³n CaÃ±Ã³n del Pato,JirÃ³n Tampumachay,-76.9922272,-12.1165698
685,JirÃ³n CaÃ±Ã³n del Pato,JirÃ³n Fortaleza de Paramonga,-76.9927401,-12.1169858
686,JirÃ³n CaÃ±Ã³n del Pato,Pasaje La Mina,-76.9924739,-12.1167636
687,JirÃ³n CaÃ±Ã³n del Pato,Avenida Caminos del Inca,-76.9909255,-12.115755
688,JirÃ³n Toquepala,Calle La Pampilla,-76.9907728,-12.1174009
689,JirÃ³n Toquepala,JirÃ³n Matarani,-76.9912077,-12.1167307
690,JirÃ³n Toquepala,JirÃ³n CaÃ±Ã³n del Pato,-76.9915867,-12.1161464
691,Avenida Los Precursores,Calle MontefrÃ­o,-76.9802004,-12.1160198
692,Avenida Los Precursores,BatallÃ³n Tarma,-76.9807525,-12.1165723
693,Avenida Los Precursores,JirÃ³n BatallÃ³n Tarma,-76.9807525,-12.1165723
694,Avenida Los Precursores,Monte Flor,-76.9791584,-12.1136794
695,Avenida Los Precursores,Calle Montego Bay,-76.9794231,-12.1152148
696,Juan XXIII,PÃ­o XII,-76.9654794,-12.0963486
697,Juan XXIII,Paulo VI,-76.9645025,-12.0960044
698,Pentagonito,Avenida Panamericana Sur,-76.9793761429595,-12.1027592099672
699,JirÃ³n El Cortijo,PÃ­o XII,-76.9656119,-12.0988156
700,JirÃ³n El Cortijo,Calle La Girlada,-76.9677709,-12.0979877
701,JirÃ³n El Cortijo,Calle Union,-76.9663466,-12.0985394
702,JirÃ³n El Cortijo,Avenida Los Algarrobos,-76.965064,-12.0990339
703,JirÃ³n El Cortijo,Jose Nicolas Rodrigo,-76.9644534,-12.0992699
704,JirÃ³n El Cortijo,Cineraria,-76.9644534,-12.0992699
705,Avenida NicolÃ s Rodrigo,Jose Nicolas Rodrigo,-76.9649355,-12.1003497
706,Avenida NicolÃ s Rodrigo,Avenida Lima Polo,-76.9649355,-12.1003497
707,Paulo VI,Juan XXIII,-76.9645025,-12.0960044
708,Avenida El Polo,Avenida El Derby,-76.9706577,-12.0987571
709,Calle Monte Grande,JirÃ³n Monte Rosa,-76.9906882,-12.1121441
710,Calle Monte Grande,Pasaje Monte Azul,-76.9906576,-12.1125412
711,Calle Monte Grande,Avenida Primavera,-76.9907519,-12.111215
712,Calle Monte Grande,JirÃ³n Monterrey,-76.9906318,-12.1129498
713,Pasaje Monte Azul,Calle Monte Bello,-76.9917847,-12.112581
714,Pasaje Monte Azul,Calle Monte Grande,-76.9906576,-12.1125412
715,Calle El Dorado,JirÃ³n Los Recuerdos,-76.9808701,-12.1052304
716,Calle El Dorado,Alameda Los Picaflores,-76.9827511,-12.105387
717,Alameda Los Picaflores,Avenida Juan Bielovucic Cavalier,-76.9830843,-12.1035712
718,Alameda Los Picaflores,JirÃ³n Pacaritambo,-76.983018,-12.1045495
719,Alameda Los Picaflores,JirÃ³n Hermano Lobo,-76.9829017,-12.1062571
720,Alameda Los Picaflores,Alameda Los Picaflores,-76.9830843,-12.1035712
721,Calle 20,Avenida Buena Vista,-76.9809186,-12.0973416
722,Calle 20,Avenida San Borja Norte,-76.9834708,-12.0970297
723,Calle 20,Pasaje 21,-76.9822406,-12.0975078
724,Calle Andalucia,Avenida Esmeralda,-76.98674,-12.1079936
725,Calle Andalucia,Calle Buen Retiro,-76.9866787,-12.1088044
726,Calle Andalucia,JirÃ³n Trinidad,-76.9866121,-12.1096865
727,Avenida de la Floresta,Avenida Boulevard de Surco,-76.9898692,-12.103119
728,Avenida de la Floresta,Avenida San Borja Sur,-76.9903303,-12.1028605
729,Avenida San Borja Norte,Avenida Boulevard de Surco,-76.9892231,-12.0961131
730,Avenida San Borja Norte,JirÃ³n Paseo del Bosque,-76.988581,-12.096307
731,Avenida San Borja Norte,Calle 20,-76.9845282,-12.0967845
732,Avenida Buena Vista,Bielovucic Cavalier,-76.9801909,-12.1030455
733,Avenida Buena Vista,Calle Bello Horizonte,-76.9797685,-12.1068273
734,Avenida Buena Vista,Florecillas,-76.9797768,-12.1080991
